Giorno	Mese	Anno	Stazione	Temp_max	Temp_min	Temp_med	Hum_max	Hum_min	Hum_med	Rain_mm	Wind_int	Wind_dir
28	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	24.9	13.18	18.13	NA	NA	73.75	0.9	6.3	S
29	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	26.68	14.25	19.48	NA	NA	65.5	2.33	7.23	S
30	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	26.05	13.2	19.1	NA	NA	63.5	0.13	7.3	SW
1	5	2018	 Campobasso e Pescolanciano	18.75	6.0	11.5	NA	NA	68.0	0.0	1.7	E
2	5	2018	 Campobasso e Pescolanciano	18.4	8.15	13.1	NA	NA	86.0	0.9	4.55	NNE
3	5	2018	 Campobasso e Pescolanciano	15.1	10.2	11.9	NA	NA	90.5	39.9	7.7	E
4	5	2018	 Campobasso e Pescolanciano	17.35	9.1	12.7	NA	NA	86.0	0.9	2.95	E
5	5	2018	 Campobasso e Pescolanciano	18.45	7.95	11.6	NA	NA	86.5	13.4	2.65	ENE
6	5	2018	 Campobasso e Pescolanciano	18.9	6.5	12.0	NA	NA	85.0	12.3	3.4	ESE
7	5	2018	 Campobasso e Pescolanciano	20.6	9.85	15.5	NA	NA	82.0	0.6	3.8	ENE
8	5	2018	 Campobasso e Pescolanciano	20.35	10.0	13.6	NA	NA	84.0	18.7	3.5	ENE
9	5	2018	 Campobasso e Pescolanciano	17.45	10.45	13.2	NA	NA	88.0	12.0	1.15	E
10	5	2018	 Campobasso e Pescolanciano	21.35	9.4	14.85	NA	NA	83.0	0.1	1.85	NE
11	5	2018	 Campobasso e Pescolanciano	20.45	9.55	14.7	NA	NA	85.0	1.3	1.9	NNE
12	5	2018	 Campobasso e Pescolanciano	20.25	10.05	14.5	NA	NA	86.0	7.2	1.85	ENE
13	5	2018	 Campobasso e Pescolanciano	20.75	9.25	14.75	NA	NA	75.5	0.2	4.5	ENE
14	5	2018	 Campobasso e Pescolanciano	18.45	8.0	13.05	NA	NA	72.0	0.2	6.55	ENE
15	5	2018	 Campobasso e Pescolanciano	14.2	3.95	8.4	NA	NA	78.0	1.1	5.55	ENE
16	5	2018	 Campobasso e Pescolanciano	16.65	4.1	10.15	NA	NA	78.5	0.1	4.05	S
17	5	2018	 Campobasso e Pescolanciano	19.8	6.2	12.85	NA	NA	77.0	0.2	3.2	ESE
18	5	2018	 Campobasso e Pescolanciano	20.0	7.7	12.95	NA	NA	82.0	0.0	4.05	ENE
19	5	2018	 Campobasso e Pescolanciano	20.55	8.15	13.75	NA	NA	79.0	0.0	3.85	NE
20	5	2018	 Campobasso e Pescolanciano	21.65	6.45	14.2	NA	NA	73.0	0.0	4.7	ENE
21	5	2018	 Campobasso e Pescolanciano	22.9	8.0	14.65	NA	NA	78.0	3.1	2.35	ESE
22	5	2018	 Campobasso e Pescolanciano	23.5	9.65	15.8	NA	NA	79.0	2.7	2.4	ESE
23	5	2018	 Campobasso e Pescolanciano	16.2	11.8	14.1	NA	NA	90.0	13.7	3.15	ESE
24	5	2018	 Campobasso e Pescolanciano	22.8	9.3	16.0	NA	NA	82.5	0.0	3.35	S
25	5	2018	 Campobasso e Pescolanciano	23.6	12.5	16.8	NA	NA	82.0	11.1	3.15	SSW
26	5	2018	 Campobasso e Pescolanciano	25.25	10.95	17.75	NA	NA	77.5	0.1	3.2	NE
27	5	2018	 Campobasso e Pescolanciano	26.7	12.25	18.75	NA	NA	74.0	0.0	1.6	ESE
28	5	2018	 Campobasso e Pescolanciano	26.4	12.8	18.8	NA	NA	77.0	5.7	1.75	NE
29	5	2018	 Campobasso e Pescolanciano	26.55	14.5	19.9	NA	NA	79.5	0.9	1.9	ESE
30	5	2018	 Campobasso e Pescolanciano	26.1	14.3	19.6	NA	NA	76.0	2.7	2.75	ESE
31	5	2018	 Campobasso e Pescolanciano	27.9	12.7	19.3	NA	NA	74.0	8.3	1.9	S
1	6	2018	 Campobasso e Pescolanciano	26.8	12.6	19.35	NA	NA	70.5	0.0	2.9	SSE
2	6	2018	 Campobasso e Pescolanciano	27.85	11.35	19.3	NA	NA	70.5	0.0	2.1	SSE
3	6	2018	 Campobasso e Pescolanciano	28.2	12.4	20.0	NA	NA	68.0	0.0	2.1	SSE
4	6	2018	 Campobasso e Pescolanciano	27.2	9.7	17.5	NA	NA	72.0	0.0	0.7	SSE
5	6	2018	 Campobasso e Pescolanciano	24.45	13.8	18.25	NA	NA	76.0	9.0	4.35	SSW
6	6	2018	 Campobasso e Pescolanciano	26.15	12.35	18.55	NA	NA	76.5	0.0	2.2	S
7	6	2018	 Campobasso e Pescolanciano	26.75	13.25	19.55	NA	NA	78.5	5.7	2.9	ESE
8	6	2018	 Campobasso e Pescolanciano	25.85	12.6	18.5	NA	NA	77.5	0.3	2.9	ESE
9	6	2018	 Campobasso e Pescolanciano	23.3	12.75	17.75	NA	NA	76.5	0.0	5.5	SSE
10	6	2018	 Campobasso e Pescolanciano	28.2	13.65	20.4	NA	NA	71.5	0.0	2.35	ESE
11	6	2018	 Campobasso e Pescolanciano	29.5	13.65	21.5	NA	NA	69.5	0.0	2.7	ESE
12	6	2018	 Campobasso e Pescolanciano	27.05	14.9	21.15	NA	NA	67.0	0.0	4.1	SSE
13	6	2018	 Campobasso e Pescolanciano	23.8	12.7	18.05	NA	NA	72.0	0.0	7.0	SSE
14	6	2018	 Campobasso e Pescolanciano	20.7	10.25	15.6	NA	NA	82.5	15.3	5.75	NW
15	6	2018	 Campobasso e Pescolanciano	20.8	10.8	15.6	NA	NA	81.5	0.0	9.95	NW
16	6	2018	 Campobasso e Pescolanciano	21.55	10.1	15.7	NA	NA	79.0	0.0	7.4	NW
17	6	2018	 Campobasso e Pescolanciano	22.55	10.8	16.95	NA	NA	77.5	8.8	5.0	SSE
18	6	2018	 Campobasso e Pescolanciano	22.85	11.25	17.5	NA	NA	75.5	0.3	8.3	NW
19	6	2018	 Campobasso e Pescolanciano	22.95	13.75	18.5	NA	NA	74.0	0.0	9.25	NW
20	6	2018	 Campobasso e Pescolanciano	24.5	12.5	18.4	NA	NA	74.5	0.5	5.7	ENE
21	6	2018	 Campobasso e Pescolanciano	28.25	12.25	19.65	NA	NA	72.5	9.8	2.25	SSE
22	6	2018	 Campobasso e Pescolanciano	26.0	14.3	19.5	NA	NA	79.0	5.4	5.95	SSE
23	6	2018	 Campobasso e Pescolanciano	18.2	9.25	14.75	NA	NA	76.5	1.3	7.65	SSW
24	6	2018	 Campobasso e Pescolanciano	20.65	6.8	13.85	NA	NA	68.0	0.0	7.05	NW
25	6	2018	 Campobasso e Pescolanciano	20.4	8.9	8.1	NA	NA	67.5	0.2	6.0	NW
26	6	2018	 Campobasso e Pescolanciano	20.35	13.25	16.35	NA	NA	65.5	0.0	6.6	NW
27	6	2018	 Campobasso e Pescolanciano	20.0	12.35	15.75	NA	NA	67.0	1.1	6.3	NW
28	6	2018	 Campobasso e Pescolanciano	21.3	9.3	16.05	NA	NA	69.0	1.05	3.0	SW
29	6	2018	 Campobasso e Pescolanciano	25.4	11.25	17.6	NA	NA	73.5	0.6	0.95	SW
30	6	2018	 Campobasso e Pescolanciano	28.8	13.2	20.65	NA	NA	72.5	0.0	1.65	SW
1	7	2018	 Campobasso e Pescolanciano	29.8	14.8	22.05	NA	NA	67.0	0.0	3.2	SSE
2	7	2018	 Campobasso e Pescolanciano	29.65	14.7	21.95	NA	NA	60.5	0.0	3.1	SSE
3	7	2018	 Campobasso e Pescolanciano	29.5	13.6	21.75	NA	NA	70.5	0.0	3.85	SSE
4	7	2018	 Campobasso e Pescolanciano	60.1	33.3	46.3	NA	NA	145.0	0.0	9.6	ENE
5	7	2018	 Campobasso e Pescolanciano	31.45	15.8	23.2	NA	NA	67.5	0.0	3.55	SSE
6	7	2018	 Campobasso e Pescolanciano	29.4	15.3	21.4	NA	NA	73.0	0.1	3.65	SSE
7	7	2018	 Campobasso e Pescolanciano	25.05	13.2	19.1	NA	NA	74.5	0.0	7.65	SSW
8	7	2018	 Campobasso e Pescolanciano	25.1	12.35	18.4	NA	NA	67.5	0.0	7.55	NW
9	7	2018	 Campobasso e Pescolanciano	24.7	10.85	17.65	NA	NA	64.0	0.0	7.5	NW
10	7	2018	 Campobasso e Pescolanciano	27.7	10.75	18.95	NA	NA	60.5	0.0	3.75	SSE
11	7	2018	 Campobasso e Pescolanciano	26.15	14.85	20.95	NA	NA	67.5	0.0	7.45	SSE
12	7	2018	 Campobasso e Pescolanciano	27.95	15.35	21.4	NA	NA	67.5	0.0	5.75	SSE
13	7	2018	 Campobasso e Pescolanciano	31.7	14.75	22.05	NA	NA	69.0	0.9	2.8	ENE
14	7	2018	 Campobasso e Pescolanciano	30.65	14.7	22.25	NA	NA	67.0	0.1	2.55	ESE
15	7	2018	 Campobasso e Pescolanciano	31.75	17.3	23.15	NA	NA	68.0	0.2	2.25	ESE
16	7	2018	 Campobasso e Pescolanciano	29.95	15.35	22.3	NA	NA	59.5	0.1	7.5	SSE
17	7	2018	 Campobasso e Pescolanciano	23.7	14.2	18.45	NA	NA	85.5	13.7	3.85	SSW
18	7	2018	 Campobasso e Pescolanciano	27.9	12.7	20.6	NA	NA	63.5	0.0	4.95	W
19	7	2018	 Campobasso e Pescolanciano	29.95	15.6	21.15	NA	NA	66.5	0.5	3.25	SSE
20	7	2018	 Campobasso e Pescolanciano	31.4	14.4	22.75	NA	NA	62.0	0.0	2.7	SSE
21	7	2018	 Campobasso e Pescolanciano	31.8	15.75	23.35	NA	NA	58.0	0.0	4.0	ESE
22	7	2018	 Campobasso e Pescolanciano	29.35	15.95	22.8	NA	NA	68.0	0.1	3.45	SSE
23	7	2018	 Campobasso e Pescolanciano	22.45	15.2	17.9	NA	NA	85.0	22.2	5.8	SSW
24	7	2018	 Campobasso e Pescolanciano	25.25	14.65	19.55	NA	NA	73.5	0.0	9.65	NW
25	7	2018	 Campobasso e Pescolanciano	26.5	12.7	19.75	NA	NA	65.0	0.0	7.25	NW
26	7	2018	 Campobasso e Pescolanciano	27.25	13.5	19.75	NA	NA	67.0	4.1	5.75	NW
27	7	2018	 Campobasso e Pescolanciano	27.45	14.35	19.55	NA	NA	75.0	12.5	1.65	ESE
28	7	2018	 Campobasso e Pescolanciano	29.6	14.7	20.7	NA	NA	77.5	5.8	2.35	SSE
29	7	2018	 Campobasso e Pescolanciano	29.5	16.55	22.2	NA	NA	74.0	0.0	3.75	SW
30	7	2018	 Campobasso e Pescolanciano	29.05	15.8	22.25	NA	NA	69.5	0.0	6.0	NW
31	7	2018	 Campobasso e Pescolanciano	29.55	16.15	22.55	NA	NA	65.5	0.0	6.75	SSW
1	8	2018	 Campobasso e Pescolanciano	29.6	15.3	22.55	NA	NA	62.5	0.0	6.2	NW
2	8	2018	 Campobasso e Pescolanciano	29.55	15.6	22.45	NA	NA	66.5	0.0	7.0	NW
3	8	2018	 Campobasso e Pescolanciano	25.3	16.5	19.8	NA	NA	81.0	3.7	5.15	SSW
4	8	2018	 Campobasso e Pescolanciano	26.55	15.25	19.85	NA	NA	80.5	19.2	6.2	SSW
5	8	2018	 Campobasso e Pescolanciano	29.9	15.6	21.45	NA	NA	74.0	0.2	3.15	ENE
6	8	2018	 Campobasso e Pescolanciano	30.65	15.6	21.85	NA	NA	70.0	0.0	1.9	ESE
7	8	2018	 Campobasso e Pescolanciano	31.75	15.35	22.8	NA	NA	66.0	0.1	2.3	ESE
8	8	2018	 Campobasso e Pescolanciano	30.75	15.5	21.3	NA	NA	69.5	7.0	2.2	ESE
9	8	2018	 Campobasso e Pescolanciano	31.3	15.25	22.45	NA	NA	66.5	0.0	1.95	ESE
10	8	2018	 Campobasso e Pescolanciano	31.7	15.7	22.2	NA	NA	68.5	0.7	3.15	SSW
11	8	2018	 Campobasso e Pescolanciano	31.85	16.05	23.0	NA	NA	63.5	0.0	2.6	ENE
12	8	2018	 Campobasso e Pescolanciano	30.9	15.95	22.3	NA	NA	67.5	1.6	1.95	ESE
13	8	2018	 Campobasso e Pescolanciano	28.9	15.3	22.25	NA	NA	63.5	0.0	4.9	SSE
14	8	2018	 Campobasso e Pescolanciano	29.15	13.7	19.55	NA	NA	75.5	12.2	3.35	SSE
15	8	2018	 Campobasso e Pescolanciano	21.7	13.35	16.9	NA	NA	83.5	2.3	4.6	SSW
16	8	2018	 Campobasso e Pescolanciano	24.8	16.0	19.45	NA	NA	81.5	1.9	1.1	SSE
17	8	2018	 Campobasso e Pescolanciano	27.75	12.85	18.7	NA	NA	78.0	5.0	0.7	SSW
18	8	2018	 Campobasso e Pescolanciano	27.8	10.9	17.65	NA	NA	81.5	11.0	0.95	W
19	8	2018	 Campobasso e Pescolanciano	28.9	10.7	18.55	NA	NA	80.0	0.3	0.75	SSE
20	8	2018	 Campobasso e Pescolanciano	29.0	13.35	19.45	NA	NA	80.0	0.1	0.9	SSE
21	8	2018	 Campobasso e Pescolanciano	29.4	10.6	18.8	NA	NA	78.5	5.3	0.8	ESE
22	8	2018	 Campobasso e Pescolanciano	28.9	11.35	18.65	NA	NA	81.0	2.6	0.75	SSE
23	8	2018	 Campobasso e Pescolanciano	29.3	10.5	18.0	NA	NA	81.0	12.0	0.8	SSW
24	8	2018	 Campobasso e Pescolanciano	28.6	12.95	20.05	NA	NA	75.0	0.3	1.0	NW
25	8	2018	 Campobasso e Pescolanciano	26.55	11.2	18.25	NA	NA	78.5	0.0	2.0	NW
26	8	2018	 Campobasso e Pescolanciano	24.0	14.05	19.4	NA	NA	72.0	0.1	3.1	NW
27	8	2018	 Campobasso e Pescolanciano	22.4	9.8	15.8	NA	NA	75.0	0.1	1.75	ESE
28	8	2018	 Campobasso e Pescolanciano	26.6	7.1	16.65	NA	NA	75.5	0.0	1.25	SSE
29	8	2018	 Campobasso e Pescolanciano	29.1	8.9	18.55	NA	NA	74.0	0.0	0.65	SW
30	8	2018	 Campobasso e Pescolanciano	28.9	11.5	19.3	NA	NA	77.5	0.0	1.1	NW
31	8	2018	 Campobasso e Pescolanciano	27.5	11.4	19.35	NA	NA	77.5	0.1	2.25	SSW
1	9	2018	 Campobasso e Pescolanciano	24.3	15.0	18.75	NA	NA	76.0	1.25	3.45	SSE
2	9	2018	 Campobasso e Pescolanciano	24.75	11.4	17.0	NA	NA	75.0	0.9	2.85	SE
3	9	2018	 Campobasso e Pescolanciano	24.75	11.35	17.5	NA	NA	71.5	0.0	2.4	S
4	9	2018	 Campobasso e Pescolanciano	25.0	11.6	18.05	NA	NA	72.0	0.0	3.1	S
5	9	2018	 Campobasso e Pescolanciano	25.9	11.55	18.15	NA	NA	74.0	0.0	1.3	SW
6	9	2018	 Campobasso e Pescolanciano	27.2	11.45	18.55	NA	NA	72.5	0.8	1.45	ESE
7	9	2018	 Campobasso e Pescolanciano	26.6	12.2	17.85	NA	NA	75.0	19.25	1.9	S
8	9	2018	 Campobasso e Pescolanciano	23.6	10.8	17.0	NA	NA	80.0	0.1	1.0	E
9	9	2018	 Campobasso e Pescolanciano	25.7	11.2	18.1	NA	NA	78.5	0.0	1.3	E
10	9	2018	 Campobasso e Pescolanciano	25.55	13.2	18.7	NA	NA	76.0	0.0	1.15	ENE
11	9	2018	 Campobasso e Pescolanciano	27.25	10.2	18.2	NA	NA	65.5	0.0	2.1	ENE
12	9	2018	 Campobasso e Pescolanciano	27.55	10.75	18.4	NA	NA	63.5	0.0	1.85	SW
13	9	2018	 Campobasso e Pescolanciano	26.45	11.95	18.65	NA	NA	70.5	0.0	0.75	SE
14	9	2018	 Campobasso e Pescolanciano	27.1	14.45	19.2	NA	NA	73.5	3.6	1.15	S
15	9	2018	 Campobasso e Pescolanciano	25.95	14.25	18.45	NA	NA	78.5	1.0	1.35	SSW
16	9	2018	 Campobasso e Pescolanciano	26.95	12.95	19.0	NA	NA	78.0	0.0	1.4	ENE
17	9	2018	 Campobasso e Pescolanciano	26.75	13.0	18.45	NA	NA	79.0	7.6	1.4	ESE
18	9	2018	 Campobasso e Pescolanciano	25.65	14.55	18.25	NA	NA	83.5	0.5	0.95	SE
19	9	2018	 Campobasso e Pescolanciano	22.95	14.6	17.9	NA	NA	85.5	11.0	1.65	ENE
20	9	2018	 Campobasso e Pescolanciano	22.6	15.85	18.0	NA	NA	88.0	14.5	1.65	ENE
21	9	2018	 Campobasso e Pescolanciano	22.9	13.65	17.9	NA	NA	85.5	6.4	0.8	ESE
22	9	2018	 Campobasso e Pescolanciano	27.75	13.05	19.5	NA	NA	73.5	0.0	1.4	SSE
23	9	2018	 Campobasso e Pescolanciano	27.3	13.7	20.15	NA	NA	71.5	0.0	2.75	S
24	9	2018	 Campobasso e Pescolanciano	26.8	11.95	19.2	NA	NA	78.0	9.9	9.55	S
25	9	2018	 Campobasso e Pescolanciano	15.5	8.85	11.65	NA	NA	66.0	0.0	10.65	NW
26	9	2018	 Campobasso e Pescolanciano	13.5	6.95	9.35	NA	NA	68.0	0.0	13.0	NW
27	9	2018	 Campobasso e Pescolanciano	17.65	3.4	9.8	NA	NA	74.5	0.0	8.15	SW
28	9	2018	 Campobasso e Pescolanciano	20.95	4.05	11.35	NA	NA	66.0	0.0	5.3	SW
29	9	2018	 Campobasso e Pescolanciano	21.3	5.95	12.7	NA	NA	67.5	0.0	8.05	NW
30	9	2018	 Campobasso e Pescolanciano	19.1	5.9	11.75	NA	NA	77.0	0.0	4.3	SSW
1	10	2018	 Campobasso e Pescolanciano	20.25	7.45	13.85	NA	NA	80.5	3.0	3.35	S
2	10	2018	 Campobasso e Pescolanciano	17.35	8.2	12.75	NA	NA	80.5	0.3	3.55	S
3	10	2018	 Campobasso e Pescolanciano	17.0	8.75	12.5	NA	NA	84.5	0.0	7.55	SW
4	10	2018	 Campobasso e Pescolanciano	15.05	9.8	12.7	NA	NA	86.5	0.8	10.9	NE
5	10	2018	 Campobasso e Pescolanciano	13.5	11.7	12.45	NA	NA	90.0	1.3	3.4	ENE
6	10	2018	 Campobasso e Pescolanciano	20.3	12.25	14.9	NA	NA	85.0	3.2	2.25	ESE
7	10	2018	 Campobasso e Pescolanciano	21.3	12.3	15.55	NA	NA	84.0	1.1	1.2	S
8	10	2018	 Campobasso e Pescolanciano	20.35	10.2	14.0	NA	NA	85.5	0.0	2.1	ENE
9	10	2018	 Campobasso e Pescolanciano	20.35	9.65	13.9	NA	NA	84.0	0.0	1.7	ENE
10	10	2018	 Campobasso e Pescolanciano	22.25	8.0	14.1	NA	NA	81.0	0.1	1.25	ESE
11	10	2018	 Campobasso e Pescolanciano	20.8	9.0	14.45	NA	NA	80.0	0.0	1.35	ESE
12	10	2018	 Campobasso e Pescolanciano	19.65	8.25	13.9	NA	NA	78.0	0.0	4.25	ENE
13	10	2018	 Campobasso e Pescolanciano	20.0	5.75	11.75	NA	NA	75.5	0.0	3.7	ENE
14	10	2018	 Campobasso e Pescolanciano	19.85	5.2	12.1	NA	NA	80.5	0.0	1.85	ESE
15	10	2018	 Campobasso e Pescolanciano	14.7	11.55	13.05	NA	NA	89.5	7.3	1.4	ESE
1	11	2018	 Campobasso e Pescolanciano	15.05	8.7	12.65	NA	NA	86.5	7.6	2.3	SE
2	11	2018	 Campobasso e Pescolanciano	13.45	10.25	11.8	NA	NA	89.0	21.9	1.0	ESE
3	11	2018	 Campobasso e Pescolanciano	16.0	10.2	12.75	NA	NA	90.5	0.4	2.4	ENE
4	11	2018	 Campobasso e Pescolanciano	13.4	9.4	11.95	NA	NA	92.0	2.4	3.0	ESE
5	11	2018	 Campobasso e Pescolanciano	14.95	7.25	11.05	NA	NA	87.0	0.4	1.3	ESE
6	11	2018	 Campobasso e Pescolanciano	19.0	5.65	11.0	NA	NA	76.5	0.1	0.6	S
7	11	2018	 Campobasso e Pescolanciano	16.05	5.65	10.8	NA	NA	82.5	2.2	2.3	SSE
8	11	2018	 Campobasso e Pescolanciano	9.85	4.1	6.15	NA	NA	78.5	0.0	0.3	S
9	11	2018	 Campobasso e Pescolanciano	18.15	3.25	8.6	NA	NA	78.0	0.1	0.25	ESE
10	11	2018	 Campobasso e Pescolanciano	16.8	2.7	7.75	NA	NA	82.0	0.0	0.4	SE
11	11	2018	 Campobasso e Pescolanciano	18.5	2.55	9.1	NA	NA	79.5	0.3	0.25	SW
12	11	2018	 Campobasso e Pescolanciano	19.65	3.75	9.4	NA	NA	74.0	0.0	0.2	ESE
13	11	2018	 Campobasso e Pescolanciano	20.05	3.9	9.6	NA	NA	75.0	0.0	0.15	ESE
14	11	2018	 Campobasso e Pescolanciano	15.85	3.05	7.85	NA	NA	82.5	0.0	2.5	SW
15	11	2018	 Campobasso e Pescolanciano	11.95	3.7	7.95	NA	NA	89.0	0.1	3.0	SW
16	11	2018	 Campobasso e Pescolanciano	9.55	1.15	6.3	NA	NA	86.0	2.7	4.25	ENE
17	11	2018	 Campobasso e Pescolanciano	7.45	0.8	3.95	NA	NA	84.5	0.9	3.15	SSE
18	11	2018	 Campobasso e Pescolanciano	4.75	0.2	3.1	NA	NA	90.5	0.7	5.9	SSE
19	11	2018	 Campobasso e Pescolanciano	7.35	-1.65	2.75	NA	NA	90.0	52.0	1.5	ESE
20	11	2018	 Campobasso e Pescolanciano	14.5	6.3	10.05	NA	NA	84.5	20.3	3.35	SE
21	11	2018	 Campobasso e Pescolanciano	13.65	4.75	8.7	NA	NA	82.5	0.1	2.0	W
22	11	2018	 Campobasso e Pescolanciano	14.75	3.95	7.1	NA	NA	83.0	0.0	2.45	S
23	11	2018	 Campobasso e Pescolanciano	13.9	3.3	8.25	NA	NA	85.0	0.0	0.45	NE
24	11	2018	 Campobasso e Pescolanciano	13.55	8.05	11.3	NA	NA	80.5	7.2	3.5	SE
25	11	2018	 Campobasso e Pescolanciano	12.2	8.35	10.1	NA	NA	82.5	8.6	3.75	SE
26	11	2018	 Campobasso e Pescolanciano	9.5	6.15	7.85	NA	NA	79.5	1.2	6.3	S
27	11	2018	 Campobasso e Pescolanciano	7.1	2.95	5.2	NA	NA	86.5	15.5	8.6	NW
28	11	2018	 Campobasso e Pescolanciano	5.35	0.25	3.0	NA	NA	87.5	0.0	11.6	SW
29	11	2018	 Campobasso e Pescolanciano	8.45	-1.4	3.8	NA	NA	84.5	0.0	6.35	SW
30	11	2018	 Campobasso e Pescolanciano	8.7	-3.05	2.3	NA	NA	84.5	0.0	0.35	ESE
1	12	2018	 Campobasso e Pescolanciano	9.25	-0.05	4.2	NA	NA	85.5	0.1	0.55	NE
2	12	2018	 Campobasso e Pescolanciano	12.65	0.55	4.95	NA	NA	85.5	0.0	0.45	ESE
3	12	2018	 Campobasso e Pescolanciano	13.85	3.6	8.6	NA	NA	82.0	0.0	4.75	W
4	12	2018	 Campobasso e Pescolanciano	15.15	3.9	9.55	NA	NA	83.5	0.1	4.45	NE
5	12	2018	 Campobasso e Pescolanciano	12.05	1.65	5.3	NA	NA	84.0	0.0	3.55	NE
6	12	2018	 Campobasso e Pescolanciano	10.9	0.9	5.45	NA	NA	87.0	0.1	1.2	ENE
7	12	2018	 Campobasso e Pescolanciano	13.15	0.3	5.95	NA	NA	82.0	0.1	2.85	S
8	12	2018	 Campobasso e Pescolanciano	11.2	0.95	7.25	NA	NA	82.0	3.55	9.65	S
9	12	2018	 Campobasso e Pescolanciano	11.2	-0.6	5.45	NA	NA	72.0	0.6	7.65	S
10	12	2018	 Campobasso e Pescolanciano	9.8	-0.6	4.45	NA	NA	75.0	0.9	5.7	WNW
11	12	2018	 Campobasso e Pescolanciano	7.6	-2.25	1.1	NA	NA	83.5	0.2	1.7	SSW
12	12	2018	 Campobasso e Pescolanciano	7.55	-5.25	-0.1	NA	NA	79.0	0.2	0.5	SE
13	12	2018	 Campobasso e Pescolanciano	5.45	-0.6	2.65	NA	NA	85.5	0.8	0.35	S
14	12	2018	 Campobasso e Pescolanciano	5.15	2.0	3.2	NA	NA	88.5	19.8	2.25	ENE
15	12	2018	 Campobasso e Pescolanciano	2.1	-3.2	-0.3	NA	NA	87.5	2.55	8.0	NE
16	12	2018	 Campobasso e Pescolanciano	5.35	-5.6	-0.3	NA	NA	77.5	2.4	1.45	SSW
17	12	2018	 Campobasso e Pescolanciano	3.7	0.85	1.85	NA	NA	88.5	8.9	7.6	NE
18	12	2018	 Campobasso e Pescolanciano	6.7	-3.1	2.15	NA	NA	80.5	0.0	10.65	NNE
19	12	2018	 Campobasso e Pescolanciano	8.55	-4.55	1.1	NA	NA	77.0	0.0	0.9	SSW
20	12	2018	 Campobasso e Pescolanciano	9.25	3.2	5.8	NA	NA	81.0	0.1	2.25	S
21	12	2018	 Campobasso e Pescolanciano	11.5	0.55	5.7	NA	NA	75.0	0.1	4.3	W
22	12	2018	 Campobasso e Pescolanciano	11.55	6.2	8.35	NA	NA	77.0	0.0	13.4	S
23	12	2018	 Campobasso e Pescolanciano	14.0	5.6	9.1	NA	NA	72.0	0.1	2.7	S
24	12	2018	 Campobasso e Pescolanciano	13.7	4.35	9.15	NA	NA	77.0	0.3	9.15	W
25	12	2018	 Campobasso e Pescolanciano	6.6	1.75	3.4	NA	NA	76.0	0.2	8.35	NNW
26	12	2018	 Campobasso e Pescolanciano	9.6	-2.75	2.15	NA	NA	68.0	0.0	4.0	NE
27	12	2018	 Campobasso e Pescolanciano	11.4	-2.85	2.05	NA	NA	60.5	0.0	0.6	NNW
28	12	2018	 Campobasso e Pescolanciano	11.4	-2.95	2.1	NA	NA	68.0	0.0	0.35	S
29	12	2018	 Campobasso e Pescolanciano	12.35	-2.85	2.85	NA	NA	67.0	0.0	1.15	SSW
30	12	2018	 Campobasso e Pescolanciano	8.45	-3.25	2.2	NA	NA	71.0	1.95	2.35	NE
31	12	2018	 Campobasso e Pescolanciano	3.45	0.2	1.65	NA	NA	62.0	5.75	8.95	ENE
1	1	2019	 Campobasso e Pescolanciano	5.55	-3.1	0.9	NA	NA	54.5	0.5	9.8	NNW
2	1	2019	 Campobasso e Pescolanciano	6.4	-5.0	-0.55	NA	NA	45.0	0.5	5.35	NE
3	1	2019	 Campobasso e Pescolanciano	-1.9	-4.5	-3.1	NA	NA	59.5	0.0	13.5	NE
4	1	2019	 Campobasso e Pescolanciano	-1.85	-5.25	-4.15	NA	NA	77.5	0.0	11.15	NNW
5	1	2019	 Campobasso e Pescolanciano	4.25	-4.1	-0.85	NA	NA	73.0	0.1	5.9	NNE
6	1	2019	 Campobasso e Pescolanciano	6.7	-5.75	-0.4	NA	NA	64.5	1.6	3.45	N
7	1	2019	 Campobasso e Pescolanciano	3.05	-1.45	0.05	NA	NA	59.5	1.25	3.3	SSW
8	1	2019	 Campobasso e Pescolanciano	5.6	-5.25	1.3	NA	NA	69.5	0.4	5.9	W
9	1	2019	 Campobasso e Pescolanciano	3.75	-0.6	1.45	NA	NA	64.0	2.55	5.15	NNW
10	1	2019	 Campobasso e Pescolanciano	2.35	-2.55	-0.15	NA	NA	84.0	0.2	9.8	NNW
11	1	2019	 Campobasso e Pescolanciano	1.2	-5.05	-1.85	NA	NA	78.5	0.0	6.2	NNW
12	1	2019	 Campobasso e Pescolanciano	3.6	-5.8	-1.65	NA	NA	75.5	0.0	5.5	NNW
13	1	2019	 Campobasso e Pescolanciano	9.1	-5.0	1.05	NA	NA	58.5	0.1	1.8	S
14	1	2019	 Campobasso e Pescolanciano	6.9	-1.55	3.05	NA	NA	45.0	0.6	8.05	W
15	1	2019	 Campobasso e Pescolanciano	4.75	-4.6	-0.35	NA	NA	51.0	4.15	3.35	NW
16	1	2019	 Campobasso e Pescolanciano	9.0	-4.1	1.65	NA	NA	55.5	1.1	5.3	W
17	1	2019	 Campobasso e Pescolanciano	8.5	2.25	5.0	NA	NA	71.5	3.2	6.45	S
18	1	2019	 Campobasso e Pescolanciano	8.9	1.9	5.3	NA	NA	64.5	1.4	3.4	S
